key,timestamp,date,time,data_type,fit_kind,model,sign_mode,status,fail_reason,RF_set,RF_meas,fit_extreme,score_R2,score_AICc,score_BIC,score_SSE,score_RMSE,keep,note,amp1_Value,amp1_Sigma1,amp1_CI95_width,amp1_CI95_low,amp1_CI95_high,amp2_Value,amp2_Sigma1,amp2_CI95_width,amp2_CI95_low,amp2_CI95_high,base_Value,base_Sigma1,base_CI95_width,base_CI95_low,base_CI95_high,center1_Value,center1_Sigma1,center1_CI95_width,center1_CI95_low,center1_CI95_high,center2_Value,center2_Sigma1,center2_CI95_width,center2_CI95_low,center2_CI95_high,sigma1_Value,sigma1_Sigma1,sigma1_CI95_width,sigma1_CI95_low,sigma1_CI95_high,sigma2_Value,sigma2_Sigma1,sigma2_CI95_width,sigma2_CI95_low,sigma2_CI95_high,RF_set_linear,RF_meas_uncertainty,RF_meas_linear,RF_meas_uncertainty_linear,W_sigma_ratio,S_separation,sep_over_min_sigma,peak_ratio,valley_ratio,p1_effheight,p2_effheight,double_class,use_center1,use_center2,primary_component,pedestal_component,weak_component,weak_rejected,decision_note,chosen_fit_kind,chosen_fit_kind_raw,AICc_single,AICc_double,delta_AICc
20251212_173612_lost_double,20251212_173612,20251212,173612,lost,double,double_gaussian,peak,ok,,1.5,11.16168292682927,0.0533422874200639,0.960799749936252,-604.881970165043,-593.963841898763,0.000260167071617,0.0022586091139783,True,,0.016741,0.0016045,0.0031968,0.013544,0.019938,0.030807,0.0039441,0.0078584,0.022948,0.038665,0.013901,0.00072593,0.0014464,0.012455,0.015348,93.7612,0.28661,0.57105,93.1901,94.3322,95.326,0.032345,0.064445,95.2616,95.3904,1.8852,0.32127,0.64011,1.2451,2.5253,0.71176,0.080679,0.16075,0.55101,0.8725,1.4125375446227544,0.0008098295588187959,13.066776256905758,0.0024375393980980227,2.648645610880072,0.7765416073121928,2.1984938743396527,0.4331835406055794,0.0,0.016986211695410536,0.039212504869562334,ambiguous,False,True,2.0,,,False,ambiguous | best_one=dominant,double,double,-535.405275870712,-604.881970165043,69.47669429433097
20251212_173612_trapped_double,20251212_173612,20251212,173612,trapped,double,double_gaussian,dip,ok,,1.5,11.16168292682927,0.0432531903776112,0.928750024210822,-574.883538284618,-563.965410018338,0.0004684964641437,0.0030308753156951,True,,0.014693,0.0028314,0.0056413,0.0090513,0.020334,0.031864,0.0082723,0.016482,0.015382,0.048346,0.081786,0.0011917,0.0023743,0.079412,0.08416,93.792,0.64558,1.2863,92.5057,95.0783,95.381,0.05882,0.11719,95.2638,95.4982,1.7565,0.71442,1.4234,0.33302,3.1799,0.72323,0.14883,0.29652,0.42671,1.0198,1.4125375446227544,0.0008098295588187959,13.066776256905758,0.0024375393980980227,2.428687969249063,0.8365065297383886,2.1970880632717096,0.38982621740206547,0.0,0.014948197094722714,0.03834579724868836,ambiguous,False,True,2.0,,,False,ambiguous | best_one=dominant,double,double,-530.74437078122,-574.883538284618,44.13916750339797
20251212_183713_lost_double,20251212_183713,20251212,183713,lost,double,double_gaussian,peak,ok,,2.600000000000001,11.701833333333333,0.10880191036723,0.9914557752359,-426.573583180654,-419.488950611461,0.0001559855378648,0.0020815695057715,True,,0.016998,0.0014236,0.0028589,0.014139,0.019857,0.075796,0.002353,0.0047253,0.071071,0.080522,0.016076,0.0011555,0.0023205,0.013755,0.018396,34.831,0.07923,0.15911,34.6719,34.9901,34.9517,0.0080672,0.016201,34.9355,34.9679,1.899,0.22104,0.44389,1.4551,2.3429,0.4,,,,,1.8197008586099839,0.002398385700477284,14.79737311477461,0.008175594346514114,4.7475,0.0621950072704129,0.3017499999999984,0.9295980826165426,0.0,0.08619741842375904,0.09272546924918229,ambiguous,False,True,2.0,,,False,ambiguous | best_one=dominant,double,double,-381.127997479254,-426.573583180654,45.44558570139998
20251212_183713_trapped_double,20251212_183713,20251212,183713,trapped,double,double_gaussian,dip,ok,,2.600000000000001,11.701833333333333,0.0170223242096621,0.977342425805048,-397.049395590056,-389.964763020863,0.0003542063379592,0.0031367283821383,True,,0.0139,0.0022675,0.0045536,0.0093463,0.018454,0.072187,0.0035202,0.0070693,0.065118,0.079256,0.10251,0.0018309,0.0036768,0.098834,0.10619,34.5396,0.1741,0.34963,34.19,34.8892,34.9687,0.01392,0.027954,34.9407,34.9966,2.0369,0.43107,0.86567,1.1712,2.9026,0.4,,,,,1.8197008586099839,0.002398385700477284,14.79737311477461,0.008175594346514114,5.09225,0.2067151001193534,1.0727499999999957,0.42977766052111954,0.0,0.03673895000075658,0.0854836194980665,pedestal_plus_peak,False,True,2.0,1.0,,False,"pedestal(W>=5.0,S<=1.0,narrow>= 1.0*wide)",double,double,-375.166821740164,-397.049395590056,21.882573849892026
20251212_184222_lost_double,20251212_184222,20251212,184222,lost,double,double_gaussian,peak,ok,,2.600000000000001,11.689024390243903,0.0538109190200892,0.972299155911517,-625.317528933122,-614.399400666842,0.0001742736521049,0.0018485481961342,True,,0.058702,0.30831,0.61429,-0.55558,0.67299,0.023382,0.0045699,0.0091051,0.014276,0.032487,-0.026398,0.30989,0.61743,-0.64383,0.59103,60.5894,0.73838,1.4712,59.1182,62.0606,62.5312,0.4307,0.85813,61.673,63.3893,9.8845,30.5779,60.9241,-51.0396,70.8086,2.7453,0.35066,0.69866,2.0466,3.4439,1.8197008586099839,0.000963831339334903,14.75375818923418,0.0032756727529761973,3.6005172476596363,0.1892840638837166,0.7073179616071106,0.9125732147995622,0.0,0.0728796644013511,0.07986171763474167,ambiguous,False,True,2.0,,,False,ambiguous | best_one=dominant,double,double,-601.492414821227,-625.317528933122,23.825114111895004
20251212_184222_trapped_double,20251212_184222,20251212,184222,trapped,double,double_gaussian,dip,ok,,2.600000000000001,11.689024390243903,0.0636879220475241,0.927786915224388,-581.225922519137,-570.307794252858,0.0004137111724548,0.002848154450451,True,,0.0059517,0.0020628,0.0041099,0.0018418,0.010062,0.031164,0.0016793,0.0033459,0.027818,0.03451,0.094853,0.0014413,0.0028716,0.091981,0.097724,58.957,0.3417,0.68081,58.2762,59.6378,62.479,0.11332,0.22579,62.2532,62.7048,1.1578,0.49885,0.99392,0.16387,2.1517,2.5433,0.20277,0.40401,2.1393,2.9473,1.8197008586099839,0.000963831339334903,14.75375818923418,0.0032756727529761973,2.1966660908619797,1.2603614055557382,3.041976161685955,0.3379164920744215,0.0,0.010531022158334034,0.031164569961310798,ambiguous,False,True,2.0,,,False,ambiguous | best_one=dominant,double,double,-580.551283327908,-581.225922519137,0.6746391912290619
20251212_184923_lost_double,20251212_184923,20251212,184923,lost,double,double_gaussian,peak,ok,,2.600000000000001,11.687633333333332,0.0551605860374409,0.965428802475594,-420.299836456087,-413.215203886895,0.0001856817226246,0.0022710846810414,True,,0.014377,0.0024599,0.0049441,0.0094324,0.019321,0.033965,0.0041625,0.0083664,0.025598,0.042331,0.013268,0.0018403,0.0036989,0.0095692,0.016967,68.3739,0.38668,0.7772,67.5967,69.1511,70.0515,0.031576,0.063466,69.988,70.115,2.1446,0.60274,1.2115,0.93315,3.3561,0.73922,0.080031,0.16086,0.57837,0.90008,1.8197008586099839,0.0012854744044299604,14.749037293751687,0.004366994301686666,2.9011660939909634,0.739543713265818,2.2694191174481184,0.34897669767441125,0.0,0.014573924957739312,0.04176188569282787,ambiguous,False,True,2.0,,,False,ambiguous | best_one=dominant,double,double,-373.176906703503,-420.299836456087,47.122929752584014
20251212_184923_trapped_double,20251212_184923,20251212,184923,trapped,double,double_gaussian,dip,ok,,2.600000000000001,11.687633333333332,0.0608212999669757,0.917789386235455,-391.685017753536,-384.600385184343,0.0004111220439678,0.0033793574502978,True,,0.017169,0.0035285,0.007092,0.010077,0.024261,0.029504,0.0087142,0.017515,0.011989,0.047019,0.099386,0.0013606,0.0027347,0.096652,0.10212,69.0755,0.43893,0.88222,68.1932,69.9577,70.1711,0.046088,0.092634,70.0785,70.2637,1.3349,0.45708,0.91871,0.41618,2.2536,0.5537,0.12517,0.25159,0.30211,0.80528,1.8197008586099839,0.0012854744044299604,14.749037293751687,0.004366994301686666,2.410872313527181,0.758106897761318,1.9786888206609905,0.4641448238907875,0.0,0.017757202735858464,0.038257892411694125,ambiguous,False,True,2.0,,,False,ambiguous | best_one=dominant,double,double,-369.460860698852,-391.685017753536,22.224157054683985
20251212_185420_lost_double,20251212_185420,20251212,185420,lost,double,double_gaussian,peak,ok,,2.600000000000001,11.696636363636365,0.0358702390179726,0.987107263074251,-344.778386381675,-342.193932837747,2.08035188874986e-05,0.0008945028461815,True,,0.015172,0.001418,0.0028899,0.012282,0.018062,0.011522,0.0015724,0.0032044,0.0083174,0.014726,0.0096983,0.00062078,0.0012651,0.0084332,0.010963,82.0121,0.046071,0.093888,81.9182,82.1059,82.2701,0.029293,0.059697,82.2104,82.3298,1.3034,0.11274,0.22976,1.0736,1.5331,0.4,0.057761,0.11771,0.28229,0.51771,1.8197008586099839,0.0007582057986179439,14.779635510964305,0.0025804310352004374,3.2584999999999997,0.18923320755530265,0.6449999999999889,0.8721466086388608,0.0,0.022772646057994568,0.026111029765437388,ambiguous,False,True,2.0,,,False,ambiguous | best_one=dominant,double,double,-318.239586467593,-344.778386381675,26.53879991408195
20251212_185420_trapped_single,20251212_185420,20251212,185420,trapped,single,single_gaussian,dip,ok,,2.600000000000001,11.696636363636365,0.0816115609553935,0.870301606014335,-292.987110930942,-289.859486683618,0.0002267662336663,0.0029532656869871,True,,0.02247,0.0021439,0.004345,0.018125,0.026815,,,,,,0.10408,0.0010186,0.0020643,0.10202,0.10615,82.1894,0.054172,0.10979,82.0796,82.2992,,,,,,0.73831,0.090046,0.1825,0.55581,0.92081,,,,,,1.8197008586099839,0.0007582057986179439,14.779635510964305,0.0025804310352004374,,,,,,,,single,True,False,1.0,,,False,,single,single,-292.987110930942,-283.476550419773,-9.51056051116899
20251212_191239_lost_double,20251212_191239,20251212,191239,lost,double,double_gaussian,peak,ok,,2.600000000000001,11.689323076923076,0.0469259490447642,0.961650381214879,-958.646982923521,-943.420085416157,0.0004844581032499,0.0024456009972303,True,,0.033899,0.00089988,0.0017809,0.032118,0.03568,0.023856,0.0012431,0.0024601,0.021396,0.026316,0.013025,0.00050604,0.0010015,0.012023,0.014026,100.6623,0.073902,0.14626,100.5161,100.8086,104.9583,0.070107,0.13874,104.8196,105.097,2.7593,0.12211,0.24166,2.5177,3.001,1.3967,0.095746,0.18949,1.2072,1.5862,1.8197008586099839,0.0011961204546414948,14.754780809108254,0.00406948271400987,1.975585308226534,1.3890982666523135,3.0758215794372394,0.7922617530352892,0.2280316321374181,0.033900857279250844,0.02685835261745842,true_double,True,True,,,,False,true_strong(S>=1.0),double,double,-853.760211089497,-958.646982923521,104.88677183402399
20251212_191239_trapped_double,20251212_191239,20251212,191239,trapped,double,double_gaussian,dip,ok,,2.600000000000001,11.689323076923076,0.0757786941106643,0.911828034986278,-902.977139983757,-887.750242476392,0.0009632499821675,0.0034484743131548,True,,0.030029,0.0015327,0.0030332,0.026996,0.033062,0.024181,0.0021711,0.0042966,0.019885,0.028478,0.10581,0.00085131,0.0016848,0.10412,0.10749,100.827,0.13244,0.26209,100.565,101.0891,105.1146,0.10467,0.20714,104.9075,105.3218,2.7769,0.22538,0.44603,2.3309,3.2229,1.2671,0.14743,0.29178,0.97531,1.5589,1.8197008586099839,0.0011961204546414948,14.754780809108254,0.00406948271400987,2.1915397364059666,1.4046975767017214,3.383789756136057,0.8974274321831885,0.33475932763068406,0.030029257506418255,0.026949079454352674,true_double,True,True,,,,False,true_strong(S>=1.0),double,double,-849.444359585025,-902.977139983757,53.532780398731916
20251212_192357_lost_double,20251212_192357,20251212,192357,lost,double,double_gaussian,peak,ok,,2.600000000000001,11.693934782608697,0.0232705639586054,0.921874039746148,-728.431964445232,-716.587835943419,9.38297463706363e-05,0.0012944231090296,True,,0.011095,0.00072774,0.0014475,0.0096473,0.012542,0.0055229,0.0023682,0.0047105,0.00081239,0.010233,0.012124,0.00030201,0.0006007,0.011524,0.012725,143.8765,0.25622,0.50962,143.3669,144.3862,145.7353,0.15339,0.3051,145.4302,146.0404,1.7431,0.28798,0.57279,1.1703,2.3159,0.85094,0.25916,0.51547,0.33547,1.3664,1.8197008586099839,0.000703360211321734,14.770446047680924,0.002392665672251026,2.0484405480997485,0.9582848271555549,2.1844078313394624,0.8150769745330301,0.0,0.011141759656474924,0.009081391751773754,ambiguous,True,False,1.0,,,False,ambiguous | best_one=dominant,double,double,-723.8401123616,-728.431964445232,4.591852083632034
20251212_192357_trapped_double,20251212_192357,20251212,192357,trapped,double,double_gaussian,dip,ok,,2.600000000000001,11.693934782608697,0.0925138177967486,0.863753188093817,-678.387914054622,-666.54378555281,0.0002293216694923,0.0020236180006028,True,,0.0051962,0.0020019,0.0039819,0.0012142,0.0091781,0.016438,0.002042,0.0040616,0.012377,0.0205,0.10895,0.0022225,0.0044206,0.10453,0.11337,138.859,0.15177,0.30187,138.5571,139.1609,144.4093,0.10154,0.20196,144.2074,144.6113,0.62668,0.29471,0.58618,0.0405,1.2129,3.0444,0.45013,0.89531,2.1491,3.9397,1.8197008586099839,0.000703360211321734,14.770446047680924,0.002392665672251026,4.857981745069254,1.7856781623725768,8.856673262271004,0.3521262142887782,0.0,0.005788250710478937,0.016438,ambiguous,False,True,2.0,,,False,ambiguous | best_one=dominant,double,double,-676.20261893058,-678.387914054622,2.1852951240419998
20251215_121232_lost_double,20251215_121232,20251215,121232,lost,double,double_gaussian,peak,ok,,3.3,11.864536585365853,0.101986128384566,0.956048805137395,-522.339459373796,-511.421331107516,0.0013126517561823,0.0050732898329452,True,,0.027682,0.0041004,0.0081698,0.019512,0.035851,0.058985,0.0052843,0.010528,0.048457,0.069514,0.019261,0.0024398,0.0048611,0.0144,0.024122,34.7218,0.21678,0.43191,34.2899,35.1537,35.6671,0.040537,0.080767,35.5863,35.7479,2.3791,0.38083,0.75877,1.6203,3.1379,0.62315,0.068966,0.13741,0.48574,0.76056,2.1379620895022318,0.002259368755715006,15.36225742363577,0.007985305285601577,3.817860868169783,0.38436889074186736,1.5169702318863774,0.4065234572963694,0.0,0.03358868340237728,0.08262421958566092,ambiguous,False,True,2.0,,,False,ambiguous | best_one=dominant,double,double,,-522.339459373796,
20251215_121232_trapped_double,20251215_121232,20251215,121232,trapped,double,double_gaussian,dip,ok,,3.3,11.864536585365853,0.0065680964978045,0.962790719676771,-537.016451702275,-526.098323435995,0.0009843883149651,0.0043933736087411,True,,0.028257,0.0034526,0.0068791,0.021378,0.035136,0.067703,0.0052073,0.010375,0.057328,0.078078,0.094967,0.0011829,0.0023568,0.09261,0.097324,34.8445,0.17993,0.3585,34.486,35.203,35.7807,0.025404,0.050615,35.7301,35.8313,1.653,0.19029,0.37914,1.2739,2.0321,0.51741,0.046442,0.092531,0.42488,0.60994,2.1379620895022318,0.002259368755715006,15.36225742363577,0.007985305285601577,3.194758508726155,0.5405043221346253,1.8093968033088006,0.34941023115218706,0.0,0.03082009035471541,0.08820603292893159,ambiguous,False,True,2.0,,,False,ambiguous | best_one=dominant,double,double,-485.712053476147,-537.016451702275,51.30439822612806
20251215_121921_lost_double,20251215_121921,20251215,121921,lost,double,double_gaussian,peak,ok,,3.3,11.839509803921567,0.0674518815491703,0.940149775202675,-1381.9053715773,-1363.00055077101,0.001930714552998,0.0039144771519323,True,,0.037769,0.00069393,0.0013682,0.036401,0.039138,0.037483,0.001372,0.0027052,0.034778,0.040188,0.019508,0.00054017,0.0010651,0.018443,0.020574,64.8474,0.086367,0.17029,64.6771,65.0177,71.2768,0.031592,0.062291,71.2145,71.339,5.6413,0.17561,0.34625,5.295,5.9875,1.1495,0.052398,0.10332,1.0462,1.2528,2.1379620895022318,0.0008141690262981799,15.273951940262872,0.0028622807226748597,4.9076120052196615,1.1167536972197076,5.593214441061332,0.7903552255912331,0.2768794123699406,0.03776900000000097,0.04778737304070773,true_double,True,True,,,,False,true_strong(S>=1.0),double,double,,-1381.9053715773,
20251215_121921_trapped_double,20251215_121921,20251215,121921,trapped,double,double_gaussian,dip,ok,,3.3,11.839509803921567,0.0411379218863017,0.937619122743477,-1376.35329727169,-1357.4484764654,0.0020176919333783,0.0040016781533108,True,,0.037654,0.0010159,0.0020031,0.035651,0.039658,0.044872,0.0020807,0.0041025,0.04077,0.048975,0.098349,0.00084233,0.0016609,0.096688,0.10001,65.2174,0.1295,0.25535,64.9621,65.4728,71.6348,0.03573,0.070451,71.5643,71.7052,6.0515,0.27129,0.53492,5.5166,6.5864,1.0269,0.059608,0.11753,0.90936,1.1444,2.1379620895022318,0.0008141690262981799,15.273951940262872,0.0028622807226748597,5.892978868438991,1.045517883643779,6.249293991625281,0.6594217637123134,0.24501346666206328,0.037654,0.05710154270314219,true_double,True,True,,,,False,true_strong(S>=1.0),double,double,,-1376.35329727169,
20251215_123555_lost_single,20251215_123555,20251215,123555,lost,single,single_gaussian,peak,ok,,3.3,11.8505,0.0289292851481384,0.919214604066075,-463.93849610606,-458.894742932881,7.03712312691966e-05,0.0013981260401495,True,,0.014177,0.00073798,0.0014797,0.012697,0.015657,,,,,,0.014752,0.00036769,0.00073723,0.014015,0.015489,84.0723,0.042703,0.085622,83.9867,84.1579,,,,,,1.0736,0.072084,0.14453,0.92909,1.2182,,,,,,2.1379620895022318,0.0005816233439999292,15.312639741106318,0.002050256851368672,,,,,,,,single,True,False,1.0,,,False,,single,single,-463.93849610606,-461.701395816191,-2.2371002898689767
20251215_124102_lost_double,20251215_124102,20251215,124102,lost,double,double_gaussian,peak,ok,,3.3,11.852164383561643,0.0534907807222677,0.966679970299364,-1072.50313311423,-1056.27651415897,0.000585195892495,0.0025358872398732,True,,0.036886,0.00090048,0.00178,0.035106,0.038666,0.015841,0.0018411,0.0036394,0.012201,0.01948,0.016605,0.00077696,0.0015358,0.015069,0.018141,103.5197,0.098887,0.19547,103.3243,103.7152,107.3207,0.068885,0.13617,107.1845,107.4569,4.1205,0.19589,0.38722,3.7332,4.5077,0.89869,0.12925,0.25548,0.6432,1.1542,2.1379620895022318,0.0007927577147603354,15.318518014068724,0.002797058354269564,4.585007065840278,0.9012737532145116,4.229489590403812,0.8564742162178217,0.05043594225284877,0.03688600026969324,0.03159190817039588,ambiguous,True,False,1.0,,,False,ambiguous | best_one=dominant,double,double,-1010.63760385403,-1072.50313311423,61.86552926019999
20251215_124102_trapped_double,20251215_124102,20251215,124102,trapped,double,double_gaussian,dip,ok,,3.3,11.852164383561643,0.0663093165716954,0.936374569861521,-1026.08823894883,-1009.86161999358,0.0009745739802551,0.0032725531590225,True,,0.03374,0.0011097,0.0021936,0.031547,0.035934,0.014965,0.0023144,0.0045749,0.01039,0.01954,0.10005,0.00091783,0.0018143,0.098235,0.10186,103.9372,0.11882,0.23488,103.7023,104.1721,107.4329,0.081071,0.16026,107.2726,107.5931,4.1001,0.23267,0.45992,3.6402,4.56,0.72894,0.1419,0.2805,0.44844,1.0094,2.1379620895022318,0.0007927577147603354,15.318518014068724,0.002797058354269564,5.624742777183307,0.8394259497043057,4.795593601668175,0.9269402155103675,0.09892629938828877,0.0337400000015392,0.031274962872746545,ambiguous,True,False,1.0,,,False,ambiguous | best_one=dominant,double,double,-995.971205816507,-1026.08823894883,30.117033132322945
20251215_140843_lost_double,20251215_140843,20251215,140843,lost,double,double_gaussian,peak,ok,,4.0,12.104239130434781,0.112537096266287,0.839857808237613,-468.73291884593,-456.888790344117,0.0096911161921126,0.0131550616223462,True,,0.042683,0.0030413,0.0060492,0.036634,0.048733,0.065129,0.0036568,0.0072735,0.057855,0.072402,0.013798,0.0024443,0.0048618,0.0089367,0.01866,34.6437,0.12943,0.25743,34.3862,34.9011,36.1133,0.031145,0.061948,36.0513,36.1752,2.957,0.25961,0.51638,2.4406,3.4734,0.75217,0.052416,0.10426,0.64791,0.85642,2.51188643150958,0.003755940474352709,16.234120545182016,0.014071782030064671,3.931292128109337,0.4816520682355654,1.9538136325564697,0.44800109986709197,0.0,0.044114871325160156,0.09847045317131514,ambiguous,False,True,2.0,,,False,ambiguous | best_one=dominant,double,double,-467.205069550823,-468.73291884593,1.5278492951069893
20251215_140843_trapped_double,20251215_140843,20251215,140843,trapped,double,double_gaussian,dip,ok,,4.0,12.104239130434781,0.0079228053359688,0.948911608522521,-536.413672505677,-524.569544003865,0.0028939568634653,0.0071887273653484,True,,0.043081,0.0037282,0.0074155,0.035665,0.050496,0.082417,0.0052487,0.01044,0.071978,0.092857,0.1202,0.002386,0.0047458,0.11545,0.12494,34.8097,0.19896,0.39573,34.414,35.2055,36.4731,0.032082,0.063813,36.4093,36.5369,2.6961,0.28832,0.57347,2.1226,3.2696,0.87244,0.060678,0.12069,0.75175,0.99313,2.51188643150958,0.003755940474352709,16.234120545182016,0.014071782030064671,3.090298473247444,0.586997210509596,1.906606758057864,0.40457179630446366,0.0,0.04525516002912721,0.111859404047706,ambiguous,False,True,2.0,,,False,ambiguous | best_one=dominant,double,double,-474.631456724771,-536.413672505677,61.78221578090603
