timestamp,mode,U2,RF_amplitude,line_id,rep,min_scan,max_scan,n_peaks,r2,aicc,c0,amp,mu,sigma,sigma_group,band,width_class,primary_in_scan
averaged,trapped,-0.2,2.5,0,avg,28.0,48.0,5,0.9711293142394882,-986.0051556435728,0.1852601769172016,-0.031523365668211,36.96707104974927,1.1633201542323457,1.1633201542323457,band_38,broad,True
averaged,trapped,-0.2,2.5,1,avg,51.0,71.0,5,0.983545636594715,-1029.213479528969,0.1949931154429294,-0.0246996737619666,61.1187504727654,1.230514663663036,1.230514663663036,band_61,broad,False
averaged,trapped,-0.2,2.5,1,avg,51.0,71.0,5,0.983545636594715,-1029.213479528969,0.1949931154429294,-0.0058396859680018,68.63171495686359,0.3224002615612508,0.3224002615612508,band_61,narrow,True
averaged,trapped,-0.2,2.5,2,avg,72.0,132.0,5,0.9743549539084332,-2909.957526738074,0.184789218085654,-0.0331514747886814,80.99062243095459,1.6792263011158948,1.6792263011158948,band_80,broad,False
averaged,trapped,-0.2,2.5,2,avg,72.0,132.0,5,0.9743549539084332,-2909.957526738074,0.184789218085654,-0.0505566594166769,102.42235517650484,0.30454587786369,0.30454587786369,band_102,narrow,False
averaged,trapped,-0.2,2.5,2,avg,72.0,132.0,5,0.9743549539084332,-2909.957526738074,0.184789218085654,-0.0164439856536728,120.60505133096125,1.467667684084495,1.467667684084495,band_120,broad,True
averaged,trapped,-0.2,2.5,3,avg,134.0,154.0,5,0.982849491443051,-1010.4814367046667,0.1898837418971209,-0.0262327425510178,143.22110210776466,1.160712215762131,1.160712215762131,band_144,broad,True
averaged,trapped,-0.205,2.5,0,avg,30.0,50.0,5,0.9844138950836874,-1017.7149325142304,0.1922557628871389,-0.0265163474330664,37.26900898458886,0.9267095919109182,0.9267095919109182,band_38,broad,True
averaged,trapped,-0.205,2.5,1,avg,52.0,91.0,5,0.9796217421994492,-1964.9240782080808,0.1959406802700586,-0.0288722224980848,61.200337458478,1.1259336060108194,1.1259336060108194,band_61,broad,False
averaged,trapped,-0.205,2.5,1,avg,52.0,91.0,5,0.9796217421994492,-1964.9240782080808,0.1959406802700586,-0.0127276172953563,80.78426993428013,0.6947899128793976,0.6947899128793976,band_80,narrow,True
averaged,trapped,-0.205,2.5,2,avg,92.0,130.0,5,0.9848602366916612,-1901.180898379141,0.1978837798110877,-0.0404463554305928,103.13476988814568,1.0225477985789344,1.0225477985789344,band_102,broad,False
averaged,trapped,-0.205,2.5,2,avg,92.0,130.0,5,0.9848602366916612,-1901.180898379141,0.1978837798110877,-0.0183840759262543,121.0396294963514,2.072238094897971,2.072238094897971,band_120,broad,True
averaged,trapped,-0.205,2.5,3,avg,133.0,154.0,3,0.9846267474870156,-1078.2747292623526,0.1995858509700276,-0.0141557568728577,143.01121077292564,0.8106946792890805,0.8106946792890805,band_144,broad,True
averaged,trapped,-0.21,2.5,0,avg,25.0,50.0,5,0.9825344549899236,-1235.7523157788569,0.2036622591043483,-0.0293158327702965,37.37548297984974,0.7963212192665947,0.7963212192665947,band_38,narrow,True
averaged,trapped,-0.21,2.5,1,avg,52.0,91.0,5,0.969758223938666,-1917.697058882668,0.1988276982063675,-0.0304608616760013,61.55774475171094,1.2891672768188909,1.2891672768188909,band_61,broad,True
averaged,trapped,-0.21,2.5,2,avg,95.0,115.0,4,0.9910921156111484,-979.5275746600456,0.2016855553019272,-0.0602675295138744,104.67332692621623,0.277268429697376,0.277268429697376,band_102,narrow,True
averaged,trapped,-0.21,2.5,3,avg,134.0,154.0,3,0.9832586147935896,-1013.0087806290584,0.2023189091014983,-0.0114469874653318,144.01961953968126,0.4688812659900657,0.4688812659900657,band_144,narrow,True
averaged,trapped,-0.215,2.5,0,avg,28.0,50.0,5,0.9849979307861164,-1105.855350741317,0.2019343717379487,-0.0391777622989312,37.73563044709174,0.9968880263857262,0.9968880263857262,band_38,broad,True
averaged,trapped,-0.215,2.5,1,avg,52.0,91.0,5,0.979679673244765,-1945.4815516607316,0.198613139627718,-0.0332968159783701,61.90717366095605,1.1271208536548067,1.1271208536548067,band_61,broad,True
averaged,trapped,-0.215,2.5,1,avg,52.0,91.0,5,0.979679673244765,-1945.4815516607316,0.198613139627718,-0.0370368955916777,80.60488008584808,1.6490211962547656,1.6490211962547656,band_80,broad,False
averaged,trapped,-0.215,2.5,2,avg,95.0,132.0,5,0.981779534413022,-1794.438197439178,0.1982572366596931,-0.0594991562764358,104.8773556129654,0.2196690283123416,0.2196690283123416,band_102,narrow,False
averaged,trapped,-0.215,2.5,2,avg,95.0,132.0,5,0.981779534413022,-1794.438197439178,0.1982572366596931,-0.0152753559921766,121.6229852717738,1.9294298519710584,1.9294298519710584,band_120,broad,True
averaged,trapped,-0.215,2.5,3,avg,135.0,155.0,5,0.9896444004156196,-1026.7700917980792,0.2034580584132969,-0.0144514054904371,144.62972036429755,0.4527680220443718,0.4527680220443718,band_144,narrow,True
averaged,trapped,-0.22,2.5,0,avg,30.0,51.0,5,0.988141035180538,-1063.0300579818463,0.1911760378972574,-0.0403817949098068,40.96516194499786,0.4750673102551231,0.4750673102551231,band_38,narrow,False
averaged,trapped,-0.22,2.5,0,avg,30.0,51.0,5,0.988141035180538,-1063.0300579818463,0.1911760378972574,-0.0025876897615926,45.98394062369172,0.8772891058602422,0.8772891058602422,band_38,broad,True
averaged,trapped,-0.22,2.5,1,avg,52.0,91.0,5,0.9869718394416862,-1932.9137906990336,0.1933955260731516,-0.0207960943222129,62.016185412724,0.3320397448644874,0.3320397448644874,band_61,narrow,True
averaged,trapped,-0.22,2.5,1,avg,52.0,91.0,5,0.9869718394416862,-1932.9137906990336,0.1933955260731516,-0.0484068272063402,81.10625571625143,1.5356506983823064,1.5356506983823064,band_80,broad,False
averaged,trapped,-0.22,2.5,2,avg,94.0,132.0,5,0.983477477680771,-1852.3360836682891,0.1942125331569952,-0.029544593942055,104.02201454794978,0.2313951702661933,0.2313951702661933,band_102,narrow,False
averaged,trapped,-0.22,2.5,2,avg,94.0,132.0,5,0.983477477680771,-1852.3360836682891,0.1942125331569952,-0.0245286846980017,121.9577172666034,1.8882617611391657,1.8882617611391657,band_120,broad,True
averaged,trapped,-0.22,2.5,3,avg,135.0,155.0,4,0.9896632318332496,-1008.010081192642,0.1955817851961264,-0.0308056250560505,144.24295058483403,0.6592188288699995,0.6592188288699995,band_144,narrow,True
averaged,trapped,-0.225,2.5,0,avg,31.0,51.0,5,0.988364273297652,-979.1779603960774,0.206599337052746,-0.0430004772147663,41.11780259196534,0.3799264123493796,0.3799264123493796,band_38,narrow,False
averaged,trapped,-0.225,2.5,0,avg,31.0,51.0,5,0.988364273297652,-979.1779603960774,0.206599337052746,-0.0067724968062326,50.356697377372605,0.2,0.2,band_61,narrow,True
averaged,trapped,-0.225,2.5,1,avg,52.0,92.0,5,0.9831100071191928,-1866.0943423587344,0.2089761598192376,-0.0314506867261689,62.21505088145166,0.3437305469986941,0.3437305469986941,band_61,narrow,True
averaged,trapped,-0.225,2.5,1,avg,52.0,92.0,5,0.9831100071191928,-1866.0943423587344,0.2089761598192376,-0.0583848939053076,81.36404054118972,1.6186898658677769,1.6186898658677769,band_80,broad,False
averaged,trapped,-0.225,2.5,2,avg,93.0,155.0,5,0.9743803983380328,-2858.9536865006467,0.2099865981118986,-0.0602703861393822,103.8745957667484,0.6258939052974729,0.6258939052974729,band_102,narrow,False
averaged,trapped,-0.225,2.5,2,avg,93.0,155.0,5,0.9743803983380328,-2858.9536865006467,0.2099865981118986,-0.0294408389500859,122.47963130514164,2.020091557872345,2.020091557872345,band_120,broad,True
averaged,trapped,-0.225,2.5,2,avg,93.0,155.0,5,0.9743803983380328,-2858.9536865006467,0.2099865981118986,-0.0533188447508333,143.66744796857256,2.1284652050213944,2.1284652050213944,band_144,broad,False
averaged,trapped,-0.23,2.5,0,avg,31.0,51.0,3,0.9825380029378998,-953.671974638453,0.2106722864964789,-0.0475991785035509,41.31782477708192,0.4426907981571389,0.4426907981571389,band_38,narrow,True
averaged,trapped,-0.23,2.5,1,avg,52.0,92.0,5,0.9490002760293408,-1680.0224225942077,0.9999999999991184,-0.0342039016436264,62.534413120740425,0.3877836232340358,0.3877836232340358,band_61,narrow,True
averaged,trapped,-0.23,2.5,1,avg,52.0,92.0,5,0.9490002760293408,-1680.0224225942077,0.9999999999991184,-0.0507006714486324,81.76779479559144,1.6385549293111663,1.6385549293111663,band_80,broad,False
averaged,trapped,-0.23,2.5,2,avg,94.0,153.0,5,0.9686976848862868,-2681.4523362501727,0.2059283185639308,-0.0804804236577394,104.09003818356804,1.1379542039284012,1.1379542039284012,band_102,broad,False
averaged,trapped,-0.23,2.5,2,avg,94.0,153.0,5,0.9686976848862868,-2681.4523362501727,0.2059283185639308,-0.0273042636039264,123.35921215271269,2.044979161144894,2.044979161144894,band_120,broad,True
averaged,trapped,-0.23,2.5,2,avg,94.0,153.0,5,0.9686976848862868,-2681.4523362501727,0.2059283185639308,-0.0401514169839696,142.66100722327016,1.1870605135373566,1.1870605135373566,band_144,broad,False
averaged,trapped,-0.235,2.5,0,avg,31.0,51.0,3,0.9453265174003151,-837.9534500059534,0.2425100646435895,-0.0455670730168975,41.43490362538804,0.580479864407423,0.580479864407423,band_38,narrow,True
averaged,trapped,-0.235,2.5,1,avg,52.0,72.0,5,0.9687955711550938,-841.6156272192984,0.2436958830171878,-0.0220662264610199,62.759895610486254,0.2440546819354266,0.2440546819354266,band_61,narrow,True
averaged,trapped,-0.235,2.5,2,avg,73.0,93.0,2,0.8834036062467683,-802.5559784136456,0.2404801987983736,-0.0476281078908008,82.21051355211378,1.8099537937695924,1.8099537937695924,band_80,broad,True
averaged,trapped,-0.235,2.5,3,avg,94.0,114.0,5,0.9587609876951972,-828.8534604294595,0.2442537640635343,-0.0607404133088071,104.74248717581948,0.5771943815141753,0.5771943815141753,band_102,narrow,True
averaged,trapped,-0.235,2.5,4,avg,115.0,135.0,2,0.8262267622935912,-858.2817854376815,0.2465858199030853,-0.0279019404634347,123.58722013590884,2.4074030931836825,2.4074030931836825,band_120,broad,True
averaged,trapped,-0.235,2.5,5,avg,136.0,156.0,3,0.9314259624919052,-836.5737129596795,0.2545034639768682,-0.0546276094666077,143.34879669968407,2.1080812263480087,2.1080812263480087,band_144,broad,True
averaged,trapped,-0.24,2.5,0,avg,31.0,51.0,2,0.8141993668975547,-735.7233836008919,0.2729263044779205,-0.0624387909354158,40.944575714638745,0.2,0.2,band_38,narrow,True
averaged,trapped,-0.24,2.5,1,avg,52.0,72.0,2,0.8677895862565125,-755.9670052673222,0.2747980682523639,-0.0430290495129538,62.54015408193651,0.9291025087324416,0.9291025087324416,band_61,broad,True
averaged,trapped,-0.24,2.5,2,avg,97.0,117.0,3,0.9426735437637164,-770.2099453238139,0.2704082861093517,-0.076657270458053,107.13735719411748,0.2956507159601832,0.2956507159601832,band_102,narrow,True
averaged,trapped,-0.245,2.5,0,avg,31.0,51.0,3,0.9358717146892008,-851.9487078368151,0.2370487665714968,-0.0351005521243945,41.03032783522823,0.2,0.2,band_38,narrow,True
averaged,trapped,-0.245,2.5,1,avg,53.0,90.0,5,0.9343357162527526,-1556.675772389293,0.2354171941219418,-0.0176704462032534,63.05546851679519,0.2,0.2,band_61,narrow,True
averaged,trapped,-0.245,2.5,1,avg,53.0,90.0,5,0.9343357162527526,-1556.675772389293,0.2354171941219418,-0.0389267255016037,81.1085855690646,2.342882870372068,2.342882870372068,band_80,broad,False
averaged,trapped,-0.245,2.5,2,avg,97.0,117.0,4,0.9794067821600028,-903.9557445376896,0.2224488148577087,-0.0311711671667407,107.06560828458822,0.5699287486772919,0.5699287486772919,band_102,narrow,True
averaged,trapped,-0.245,2.5,3,avg,132.0,152.0,4,0.9340414689691594,-856.8737437283756,0.2323418004218086,-0.0135708299669566,133.58237176748722,0.2698646975475905,0.2698646975475905,band_120,narrow,True
averaged,trapped,-0.245,2.5,3,avg,132.0,152.0,4,0.9340414689691594,-856.8737437283756,0.2323418004218086,-0.0533199519491513,143.33467461009826,1.5438972505637278,1.5438972505637278,band_144,broad,False
averaged,trapped,-0.25,2.5,0,avg,32.0,52.0,3,0.993772434133157,-985.604423730238,0.1906864688954337,-0.0814443467697126,41.79693088620209,0.3284803650402607,0.3284803650402607,band_38,narrow,True
averaged,trapped,-0.25,2.5,1,avg,53.0,93.0,4,0.9912159572188558,-1855.4661030332277,0.1914468362044101,-0.0684492405540609,63.15396310671447,0.2734196692125097,0.2734196692125097,band_61,narrow,False
averaged,trapped,-0.25,2.5,1,avg,53.0,93.0,4,0.9912159572188558,-1855.4661030332277,0.1914468362044101,-0.057571184999808,82.32147021550108,1.739760421467054,1.739760421467054,band_80,broad,True
averaged,trapped,-0.25,2.5,2,avg,95.0,115.0,3,0.9955500076915408,-987.1610002343572,0.2021351466000968,-0.0903539690749169,105.348701893961,0.3961976355338219,0.3961976355338219,band_102,narrow,True
averaged,trapped,-0.25,2.5,3,avg,134.0,157.0,5,0.988941981786886,-1141.6585552379174,0.196925862540794,-0.0474440187062922,144.2960396203649,0.9725157673066,0.9725157673066,band_144,broad,True
