group_idx,rf_amplitude,mode,segment,n_peaks_target,scan_count,n_candidates,n_ok,n_hit_max,hit_max_rate_ok,stage_best_r2,coarse_stride2_dr2,coarse_stride3_dr2
10,1.8,trapped,right,6,58,58,58,0,0.0,0.9522600163142482,4.2947867484599556e-12,3.3102409702223667e-12
10,1.8,trapped,right,7,58,58,58,0,0.0,0.9604308454779975,3.386424474172145e-11,0.0
10,1.8,trapped,right,8,58,58,58,0,0.0,0.9646713447585054,0.0,1.2232104218412587e-11
10,1.8,trapped,right,9,58,58,58,0,0.0,0.9661814931185677,9.221066547016044e-05,9.22107345172618e-05
11,2.0,lost,left,3,61,1,1,0,0.0,0.9383367471861743,0.0,0.0
11,2.0,lost,left,4,61,61,61,0,0.0,0.9819197557755422,0.0,3.0115909765981996e-12
11,2.0,lost,left,5,61,61,61,0,0.0,0.9907021331037997,0.0,5.279443549000007e-12
11,2.0,lost,left,6,61,61,61,0,0.0,0.9924659372894725,3.5470515413749126e-12,0.0
11,2.0,lost,left,7,61,61,61,0,0.0,0.9936475575755287,0.0,4.64761562568583e-12
11,2.0,lost,left,8,61,61,61,0,0.0,0.9946352786112196,0.0,0.0
11,2.0,lost,left,9,61,61,61,0,0.0,0.9955521335644643,0.0,4.204214754111035e-11
11,2.0,lost,right,2,59,1,1,0,0.0,0.8662249653793982,0.0,0.0
11,2.0,lost,right,3,59,59,59,0,0.0,0.9477932238513839,0.0,0.0
11,2.0,lost,right,4,59,59,59,0,0.0,0.9699480952905322,0.0,1.2127765458558315e-10
11,2.0,lost,right,5,59,59,59,0,0.0,0.9781140372163311,1.0718870235848499e-11,1.0718870235848499e-11
11,2.0,lost,right,6,59,59,59,0,0.0,0.9814543292274105,3.488986877187017e-12,0.0
11,2.0,lost,right,7,59,59,59,0,0.0,0.9838101653410942,0.0,0.00035564072758231813
11,2.0,lost,right,8,59,59,59,0,0.0,0.9891649590934467,0.0,4.3168468799592574e-11
11,2.0,lost,right,9,59,59,59,0,0.0,0.9917559568644561,0.0,0.0011590700896680906
11,2.0,trapped,left,3,61,1,1,0,0.0,0.9115091156261937,0.0,0.0
11,2.0,trapped,left,4,61,61,61,0,0.0,0.9697935194211472,0.0,0.0
11,2.0,trapped,left,5,61,61,61,0,0.0,0.9837807941268361,1.538147387236677e-11,3.0841773579481924e-11
11,2.0,trapped,left,6,61,61,61,0,0.0,0.986615682849455,0.0,4.123991340976296e-06
11,2.0,trapped,left,7,61,61,61,0,0.0,0.9881735260418325,0.0,0.0
11,2.0,trapped,left,8,61,61,61,0,0.0,0.9900205173036032,0.0,0.0017298446405893397
11,2.0,trapped,left,9,61,61,61,0,0.0,0.990293779110504,0.0,0.00017076087062539713
11,2.0,trapped,right,2,59,1,1,0,0.0,0.8597034225110026,0.0,0.0
11,2.0,trapped,right,3,59,59,59,0,0.0,0.9265625024870309,3.4006131244268545e-12,0.0
11,2.0,trapped,right,4,59,59,59,0,0.0,0.9603847704713874,0.003635036286362525,0.0036350363609658487
11,2.0,trapped,right,5,59,59,59,0,0.0,0.966422960112142,6.14234774154454e-10,0.0
11,2.0,trapped,right,6,59,59,59,0,0.0,0.9701995936195231,0.0,0.0
11,2.0,trapped,right,7,59,59,59,0,0.0,0.9718858680240885,0.0,0.0
12,2.2,lost,left,3,64,1,1,0,0.0,0.9166472442269711,0.0,0.0
12,2.2,lost,left,4,64,64,64,0,0.0,0.9764796835384714,0.0,1.7171819521877296e-12
12,2.2,lost,left,5,64,64,64,0,0.0,0.98868471424609,2.9687363678476686e-13,0.0
12,2.2,lost,left,6,64,64,64,0,0.0,0.9921721744812388,1.0165202013467933e-12,1.975197783110616e-12
12,2.2,lost,left,7,64,64,64,0,0.0,0.9941060370496375,2.7439162053610744e-12,0.0
12,2.2,lost,left,8,64,64,64,0,0.0,0.9951780018930869,3.79274389672446e-12,1.9458767930302656e-11
12,2.2,lost,right,2,56,1,1,0,0.0,0.9210897243930392,0.0,0.0
12,2.2,lost,right,3,56,56,56,0,0.0,0.9458748040365167,6.279265996056438e-11,6.56931176123976e-11
12,2.2,lost,right,4,56,56,56,0,0.0,0.9694570357358446,0.0,3.124143166388649e-10
12,2.2,lost,right,5,56,56,56,0,0.0,0.9821508298131129,0.0,5.070055486555702e-12
12,2.2,lost,right,6,56,56,56,0,0.0,0.9843015946029343,3.8826719617190975e-12,2.476241434123949e-12
12,2.2,lost,right,7,56,56,56,0,0.0,0.9863734877860686,8.700580855225404e-05,0.0
12,2.2,lost,right,8,56,56,56,0,0.0,0.9883807234885599,0.0003035441702365915,0.0003035441702365915
12,2.2,lost,right,9,56,56,56,0,0.0,0.9897857946959108,2.9916491506298826e-10,2.9916491506298826e-10
12,2.2,trapped,left,3,64,1,1,0,0.0,0.9001403409519213,0.0,0.0
12,2.2,trapped,left,4,64,64,64,0,0.0,0.9604653844557427,0.0,7.536860024970338e-12
12,2.2,trapped,left,5,64,64,64,0,0.0,0.9750971839221422,0.0,4.542621834247029e-11
12,2.2,trapped,left,6,64,64,64,0,0.0,0.9808598531446774,1.1424305945695323e-11,3.3988478698177005e-11
12,2.2,trapped,left,7,64,64,64,0,0.0,0.9862630976964358,6.499134563853204e-12,1.1170175895358625e-11
12,2.2,trapped,left,8,64,64,64,0,0.0,0.9884333057162374,2.0144996781823465e-12,2.1257440252497872e-12
12,2.2,trapped,left,9,64,64,64,0,0.0,0.9896515559357307,0.0,0.00021035206870634315
12,2.2,trapped,right,2,56,1,1,0,0.0,0.8417111958419299,0.0,0.0
12,2.2,trapped,right,3,56,56,56,0,0.0,0.9350458969790653,0.0,0.02673540929914009
12,2.2,trapped,right,4,56,56,56,0,0.0,0.9625933844283604,4.331968117554652e-11,0.0
12,2.2,trapped,right,5,56,56,56,0,0.0,0.973726663544783,4.386302432379807e-11,5.6531446190888346e-12
12,2.2,trapped,right,6,56,56,56,0,0.0,0.9769277644586389,1.361133428190442e-12,1.8110402066895404e-11
12,2.2,trapped,right,7,56,56,56,0,0.0,0.9789135364475816,2.439470847548364e-11,1.4494572209144962e-10
12,2.2,trapped,right,8,56,56,56,0,0.0,0.9806832002689361,0.0,0.0
12,2.2,trapped,right,9,56,56,56,0,0.0,0.9817868586528348,0.0003185289864541252,0.0003185311085227571
13,2.5,lost,left,3,62,1,1,0,0.0,0.9250466484676115,0.0,0.0
13,2.5,lost,left,4,62,62,62,0,0.0,0.9689509904532585,8.522071937022702e-13,2.9861668693342835e-12
13,2.5,lost,left,5,62,62,62,0,0.0,0.9891152521400142,0.0,1.362199242294082e-11
13,2.5,lost,left,6,62,62,62,0,0.0,0.9921748459941898,0.0,3.2310931707968393e-11
13,2.5,lost,left,7,62,62,62,0,0.0,0.9935782694650194,4.377609386096992e-12,5.968003868872529e-12
13,2.5,lost,left,8,62,62,62,0,0.0,0.9946643565137863,1.5797030350483965e-11,2.8083091407893335e-12
13,2.5,lost,left,9,62,62,62,0,0.0,0.995726615116577,0.0,1.48571377422968e-10
13,2.5,lost,right,2,58,1,1,0,0.0,0.908371124340448,0.0,0.0
13,2.5,lost,right,3,58,58,58,0,0.0,0.9396625808153061,3.97933908047321e-11,3.97933908047321e-11
13,2.5,lost,right,4,58,58,58,0,0.0,0.9690656149523,0.0,4.724520774601615e-11
13,2.5,lost,right,5,58,58,58,0,0.0,0.9781499734911049,0.0,3.336775300510908e-11
13,2.5,lost,right,6,58,58,58,0,0.0,0.983349895193503,3.9615211111510007e-10,4.046314394656747e-10
13,2.5,lost,right,7,58,58,58,0,0.0,0.9862250070473888,0.0003846712448334344,0.0
13,2.5,lost,right,8,58,58,58,0,0.0,0.9888736505173612,2.2424129220155464e-10,8.169387388790028e-11
13,2.5,lost,right,9,58,58,58,0,0.0,0.9914078860916083,0.0,0.0
13,2.5,trapped,left,3,62,1,1,0,0.0,0.8862230439200725,0.0,0.0
13,2.5,trapped,left,4,62,62,62,0,0.0,0.9520764746225188,0.0,0.0
13,2.5,trapped,left,5,62,62,62,0,0.0,0.9793341886945629,0.0,2.4791280139879746e-12
13,2.5,trapped,left,6,62,62,62,0,0.0,0.9843027606157327,0.0,7.248635025547401e-11
13,2.5,trapped,left,7,62,62,62,0,0.0,0.9869121251814463,8.789757810490073e-11,0.0
13,2.5,trapped,left,8,62,62,62,0,0.0,0.9883189043743849,0.00025141924083482703,5.390426438545148e-09
13,2.5,trapped,left,9,62,62,62,0,0.0,0.9887260084136658,0.0,5.042594967141767e-05
13,2.5,trapped,right,2,58,1,1,0,0.0,0.8187377432555671,0.0,0.0
13,2.5,trapped,right,3,58,58,58,0,0.0,0.9153071890302695,0.014823430119818348,0.0
13,2.5,trapped,right,4,58,58,58,0,0.0,0.9553663371672165,0.0,1.5192291868970642e-12
13,2.5,trapped,right,5,58,58,58,0,0.0,0.9666072979682367,0.0,2.779732000135482e-11
13,2.5,trapped,right,6,58,58,58,0,0.0,0.9686014099524376,1.2107481683898413e-10,0.0
14,3.0,lost,left,3,66,1,1,0,0.0,0.9276088594744292,0.0,0.0
14,3.0,lost,left,4,66,66,66,0,0.0,0.9702681469614199,2.5661583968883406e-11,6.116995798777225e-12
14,3.0,lost,left,5,66,66,66,0,0.0,0.9887118978822532,6.429190513301819e-12,6.429190513301819e-12
14,3.0,lost,left,6,66,66,66,0,0.0,0.9924653583062314,4.187095115071315e-12,7.991718398159264e-12
14,3.0,lost,left,7,66,66,66,0,0.0,0.9940262591979422,1.2995293730000412e-10,1.2995293730000412e-10
14,3.0,lost,left,8,66,66,66,0,0.0,0.9946049747892928,0.0,1.485838119208438e-10
14,3.0,lost,left,9,66,66,66,0,0.0,0.9953291995594555,0.0,0.0
14,3.0,lost,right,2,54,1,1,0,0.0,0.8753251961495362,0.0,0.0
14,3.0,lost,right,3,54,54,54,0,0.0,0.9250451170758823,4.0976888548982515e-11,0.0
14,3.0,lost,right,4,54,54,54,0,0.0,0.9664708263530323,0.0,5.610401032640766e-12
14,3.0,lost,right,5,54,54,54,0,0.0,0.9777545719174363,5.813904913054557e-11,0.0
14,3.0,lost,right,6,54,54,54,0,0.0,0.9802349155526897,0.0,1.3534728893205283e-11
14,3.0,lost,right,7,54,54,54,0,0.0,0.9824248173796976,3.6157188354479786e-11,1.9048429500401198e-11
14,3.0,lost,right,8,54,54,54,0,0.0,0.9851366351480352,0.0,0.0016913854983447996
14,3.0,lost,right,9,54,54,54,0,0.0,0.9863670796296088,0.0,1.8275825297564552e-11
14,3.0,trapped,left,3,66,1,1,0,0.0,0.8849470479266064,0.0,0.0
14,3.0,trapped,left,4,66,66,66,0,0.0,0.9640756112977464,0.0,2.1506463276921295e-11
14,3.0,trapped,left,5,66,66,66,0,0.0,0.9789750084876565,0.0,0.0
14,3.0,trapped,left,6,66,66,66,0,0.0,0.9824315605517729,9.005463041944495e-12,1.0205503109261826e-11
14,3.0,trapped,left,7,66,66,66,0,0.0,0.9857295075951872,1.0453859999870474e-10,1.0453859999870474e-10
14,3.0,trapped,left,8,66,66,66,0,0.0,0.9869123835603343,1.805849381097957e-05,0.0
14,3.0,trapped,left,9,66,66,66,0,0.0,0.9882682938685907,0.00046753788777120775,0.0
14,3.0,trapped,right,2,54,1,1,0,0.0,0.8135246140460876,0.0,0.0
14,3.0,trapped,right,3,54,54,54,0,0.0,0.8709551821606176,0.0,0.0065452381747399535
14,3.0,trapped,right,4,54,54,54,0,0.0,0.9236327998351692,0.0,1.2106271540801572e-10
14,3.0,trapped,right,5,54,54,54,0,0.0,0.9632771107982759,7.260489987004348e-10,0.00969619105683539
14,3.0,trapped,right,6,54,54,54,0,0.0,0.9656981168355242,4.921403781132927e-05,4.9214035556799374e-05
15,3.6,lost,left,3,66,1,1,0,0.0,0.925926794699652,0.0,0.0
15,3.6,lost,left,4,66,66,66,0,0.0,0.978911528113708,0.0,5.892175636290631e-12
15,3.6,lost,left,5,66,66,66,0,0.0,0.9884442871863965,0.0,0.0
15,3.6,lost,left,6,66,66,66,0,0.0,0.9926000048517826,2.6953772547244625e-11,3.277811355673066e-11
15,3.6,lost,left,7,66,66,66,0,0.0,0.9939582556672726,0.0,0.0
15,3.6,lost,left,8,66,66,66,0,0.0,0.995249413458372,1.4675738402303296e-10,1.4675738402303296e-10
15,3.6,lost,right,2,54,1,0,0,,,,
15,3.6,trapped,left,3,66,1,1,0,0.0,0.9110450536296686,0.0,0.0
15,3.6,trapped,left,4,66,66,66,0,0.0,0.9538395758794702,0.0,0.014847205265093422
15,3.6,trapped,left,5,66,66,66,0,0.0,0.9764139009997113,8.562121556199287e-08,0.0
15,3.6,trapped,left,6,66,66,66,0,0.0,0.9794423636876775,3.31478520596562e-05,0.0
15,3.6,trapped,left,7,66,66,66,0,0.0,0.9842398114501745,1.5294043809177538e-10,1.1750544981481426e-10
15,3.6,trapped,left,8,66,66,66,0,0.0,0.9867106373514298,1.0227307889465465e-10,8.519041028165475e-11
15,3.6,trapped,left,9,66,66,66,0,0.0,0.9886097682543497,6.331114334123811e-06,0.0
15,3.6,trapped,right,2,54,1,1,0,0.0,0.8818200009076053,0.0,0.0
15,3.6,trapped,right,3,54,54,54,0,0.0,0.933726128635704,3.4182923158709855e-10,6.574740751830177e-12
15,3.6,trapped,right,4,54,54,54,0,0.0,0.9607454893957437,0.0,0.0
15,3.6,trapped,right,5,54,54,54,0,0.0,0.9665050096101191,4.690184907119033e-10,4.690184907119033e-10
15,3.6,trapped,right,6,54,54,54,0,0.0,0.9704967802066633,1.3674084087256233e-10,0.0
15,3.6,trapped,right,7,54,54,54,0,0.0,0.9737534753122594,0.0,0.0
15,3.6,trapped,right,8,54,54,54,0,0.0,0.9761716421773835,0.0,1.426523548175851e-07
15,3.6,trapped,right,9,54,54,54,0,0.0,0.9778725875639713,0.0,0.0004389945552589758
16,4.3,lost,left,3,72,1,1,0,0.0,0.932908506182671,0.0,0.0
16,4.3,lost,left,4,72,72,72,0,0.0,0.9826794649197345,4.2248760045993095e-11,0.0
16,4.3,lost,left,5,72,72,72,0,0.0,0.9866097814316074,0.0,0.0
16,4.3,lost,left,6,72,72,72,0,0.0,0.9897700954057219,5.116240764380109e-12,5.116240764380109e-12
16,4.3,lost,left,7,72,72,72,0,0.0,0.9912409969008036,1.0220291279949834e-10,1.0220291279949834e-10
16,4.3,lost,left,8,72,72,72,0,0.0,0.9922525307342154,1.2970502449860533e-10,3.945666016136329e-11
16,4.3,lost,left,9,72,72,72,0,0.0,0.9936716776011428,9.006018153456807e-12,3.0686564400639327e-12
16,4.3,lost,right,1,48,1,1,0,0.0,0.8506210013951421,0.0,0.0
16,4.3,lost,right,2,48,48,48,0,0.0,0.9174271838074224,0.0,6.508127370352668e-11
16,4.3,lost,right,3,48,48,48,0,0.0,0.961924707893521,1.9987567156931618e-11,1.9987567156931618e-11
16,4.3,lost,right,4,48,48,48,0,0.0,0.9683333371924714,1.1418643808269735e-12,2.7269297930843095e-12
16,4.3,lost,right,5,48,48,48,0,0.0,0.9703460879499767,4.690658972350548e-10,4.690658972350548e-10
16,4.3,trapped,left,3,72,1,1,0,0.0,0.8865816861101223,0.0,0.0
16,4.3,trapped,left,4,72,72,72,0,0.0,0.9465536242589062,0.0,0.0
16,4.3,trapped,left,5,72,72,72,0,0.0,0.9722798635801808,0.0,0.0
16,4.3,trapped,left,6,72,72,72,0,0.0,0.9761432128058383,0.0,3.6831745686694006e-07
16,4.3,trapped,left,7,72,72,72,0,0.0,0.9775088427723218,0.0,0.0005977745159271297
16,4.3,trapped,left,8,72,72,72,0,0.0,0.9785488180354368,0.0,0.00032373720921574645
16,4.3,trapped,right,1,48,1,1,0,0.0,0.8468399098806898,0.0,0.0
16,4.3,trapped,right,2,48,48,48,0,0.0,0.8989298614238818,0.0,7.129297152630443e-12
16,4.3,trapped,right,3,48,48,48,0,0.0,0.935837350809982,1.6173840045041743e-11,5.203282249510721e-11
16,4.3,trapped,right,4,48,48,48,0,0.0,0.9431379331461833,3.225697486897161e-11,3.225697486897161e-11
16,4.3,trapped,right,5,48,48,48,0,0.0,0.9469835097330866,0.0,7.623478745732992e-05
17,5.0,lost,left,2,75,1,1,0,0.0,0.9127040784940151,0.0,0.0
17,5.0,lost,left,3,75,75,75,0,0.0,0.9524792323291368,3.505040702123097e-11,8.736100731709939e-11
17,5.0,lost,left,4,75,75,75,0,0.0,0.9736972890921735,0.0,4.9581450056734866e-12
17,5.0,lost,left,5,75,75,75,0,0.0,0.9864772191193526,0.0,3.9563241571727303e-11
17,5.0,lost,left,6,75,75,75,0,0.0,0.9905351475483493,0.0,2.347614436182255e-09
17,5.0,lost,left,7,75,75,75,0,0.0,0.9934384410246401,0.0,6.52367049269742e-13
17,5.0,lost,left,8,75,75,75,0,0.0,0.9945121308671626,8.282341479315392e-10,4.869282643760187e-09
17,5.0,lost,left,9,75,75,74,0,0.0,0.9950847050478161,0.00027232888437356273,0.0002749845073131141
17,5.0,lost,right,1,45,1,1,0,0.0,0.9237092208022795,0.0,0.0
17,5.0,lost,right,2,45,45,45,0,0.0,0.9560570282748588,0.0,0.0
17,5.0,lost,right,3,45,45,45,0,0.0,0.9802982093274887,0.0,1.660749315846033e-11
17,5.0,lost,right,4,45,45,45,0,0.0,0.9857154930661928,1.5458190283368367e-10,0.0
17,5.0,lost,right,5,45,45,45,0,0.0,0.9910043771653205,2.6849189538324936e-11,0.0
17,5.0,lost,right,6,45,45,45,0,0.0,0.9923112603214486,0.0,8.855471911317636e-12
17,5.0,lost,right,7,45,45,45,0,0.0,0.9931311588022451,7.664668899565186e-11,1.0442047226888462e-10
17,5.0,trapped,left,1,75,1,1,0,0.0,0.715455440609406,0.0,0.0
17,5.0,trapped,left,2,75,75,75,0,0.0,0.9048849331743561,0.0,2.347011474057581e-13
17,5.0,trapped,left,3,75,75,75,0,0.0,0.9497947729145252,7.41295913542217e-12,0.0
17,5.0,trapped,left,4,75,75,75,0,0.0,0.9623649463729306,0.0,0.0
17,5.0,trapped,left,5,75,75,75,0,0.0,0.9753860634002421,0.0,0.0
17,5.0,trapped,left,6,75,75,75,0,0.0,0.9808332056077314,0.0,0.003059620096750537
17,5.0,trapped,left,7,75,75,75,0,0.0,0.9829965226312575,4.7037845385400345e-07,0.0
17,5.0,trapped,left,8,75,75,75,0,0.0,0.9846518963209481,1.432525527089723e-07,0.0
17,5.0,trapped,left,9,75,75,75,0,0.0,0.9859587435000018,0.0,0.0
17,5.0,trapped,right,1,45,1,1,0,0.0,0.9018097129937412,0.0,0.0
17,5.0,trapped,right,2,45,45,45,0,0.0,0.9415224778207987,0.0,0.0
17,5.0,trapped,right,3,45,45,45,0,0.0,0.9676004690250436,8.359535286217579e-11,0.0
17,5.0,trapped,right,4,45,45,45,0,0.0,0.975966551945693,8.664624573384572e-12,1.200163302073065e-10
17,5.0,trapped,right,5,45,45,45,0,0.0,0.9792388154370403,0.0,0.0
17,5.0,trapped,right,6,45,45,45,0,0.0,0.9821645324535027,0.0,1.5633339067733232e-10
17,5.0,trapped,right,7,45,45,45,0,0.0,0.9837463119499789,0.0,1.60787183900446e-07
18,6.0,lost,left,1,77,1,1,0,0.0,0.8762650520464905,0.0,0.0
18,6.0,lost,left,2,77,77,77,0,0.0,0.9208145767746297,0.0,0.0
18,6.0,lost,left,3,77,77,77,0,0.0,0.9684059690728277,9.034328840584749e-12,5.593081553456614e-12
18,6.0,lost,left,4,77,77,77,0,0.0,0.9757865943588109,0.0,0.0
18,6.0,lost,left,5,77,77,77,0,0.0,0.9797485394642298,1.2969403329066154e-10,0.0
18,6.0,lost,left,6,77,77,77,0,0.0,0.982283174579993,0.0,1.3559997569245752e-10
18,6.0,lost,left,7,77,77,77,0,0.0,0.9864588825440758,0.0,0.0019608367647792058
18,6.0,lost,left,8,77,77,77,0,0.0,0.988984395587168,0.0,0.0
18,6.0,lost,left,9,77,77,77,0,0.0,0.9902771747766186,5.733946650821053e-10,3.9603220702844055e-10
18,6.0,lost,right,1,43,1,1,0,0.0,0.8248860075052078,0.0,0.0
18,6.0,lost,right,2,43,43,43,0,0.0,0.9366119273281207,2.4172996937465996e-11,2.4172996937465996e-11
18,6.0,lost,right,3,43,43,43,0,0.0,0.9556733487998785,0.0,0.0
18,6.0,lost,right,4,43,43,43,0,0.0,0.9608557652724498,8.046308064280083e-11,8.046308064280083e-11
18,6.0,lost,right,5,43,43,43,0,0.0,0.9663200570400703,0.0,1.4988232877044538e-11
18,6.0,lost,right,6,43,43,43,0,0.0,0.9694514955279043,4.4874582938447816e-09,4.4874582938447816e-09
18,6.0,trapped,left,1,77,1,1,0,0.0,0.7494895563984872,0.0,0.0
18,6.0,trapped,left,2,77,77,77,0,0.0,0.8909912874409629,1.7156920328886827e-10,1.1345180350730288e-10
18,6.0,trapped,left,3,77,77,77,0,0.0,0.926887249704987,0.0,1.220135104063047e-12
18,6.0,trapped,left,4,77,77,77,0,0.0,0.9595309989514663,0.0,0.0
18,6.0,trapped,left,5,77,77,77,0,0.0,0.9627669306825324,2.4142909893498654e-12,1.0453971022172937e-11
18,6.0,trapped,left,6,77,77,77,0,0.0,0.9653321801887446,0.0,0.0
18,6.0,trapped,left,7,77,77,76,0,0.0,0.9671940500098848,0.0,5.4770050219810074e-05
18,6.0,trapped,left,8,77,77,77,0,0.0,0.968534497268392,0.0,0.0
18,6.0,trapped,right,1,43,1,1,0,0.0,0.7484471995295814,0.0,0.0
18,6.0,trapped,right,2,43,43,43,0,0.0,0.9127547356496422,1.939226557112761e-12,0.0
18,6.0,trapped,right,3,43,43,43,0,0.0,0.9367823537738793,0.0,2.3527846337856317e-11
18,6.0,trapped,right,4,43,43,43,0,0.0,0.9411393616972195,3.40394379350073e-12,0.0
19,8.0,lost,left,2,80,1,1,0,0.0,0.8684022486205834,0.0,0.0
19,8.0,lost,left,3,80,80,80,0,0.0,0.9500686404190438,4.605771319887708e-11,0.0
19,8.0,lost,left,4,80,80,80,0,0.0,0.9716980691896966,8.308020937874971e-12,0.0
19,8.0,lost,left,5,80,80,80,0,0.0,0.9739395312139502,0.0,0.0
19,8.0,lost,left,6,80,80,80,0,0.0,0.9796517047029303,0.0,0.003533913244012976
19,8.0,lost,left,7,80,80,80,0,0.0,0.9852919717339783,0.0,1.9638934922738827e-10
19,8.0,lost,left,8,80,80,80,0,0.0,0.988257550158499,1.1218015405489723e-10,1.6929613266825072e-10
19,8.0,lost,left,9,80,80,80,0,0.0,0.9902593073078786,0.0,0.00013226180599879012
19,8.0,lost,right,1,40,1,1,0,0.0,0.9266313009355257,0.0,0.0
19,8.0,lost,right,2,40,40,40,0,0.0,0.9693850059919257,1.7233547922046455e-11,2.1860790955230414e-10
19,8.0,lost,right,3,40,40,40,0,0.0,0.9753151343836031,4.348611470916808e-10,4.348611470916808e-10
19,8.0,lost,right,4,40,40,40,0,0.0,0.9801541482189028,0.0007567513084169031,0.0007567512530747278
19,8.0,lost,right,5,40,40,40,0,0.0,0.9856926448415757,0.0,4.9024451165280425e-11
19,8.0,lost,right,6,40,40,40,0,0.0,0.9918138136152921,0.0,1.8690893277550913e-10
19,8.0,lost,right,7,40,40,40,0,0.0,0.9929915416838178,3.785260993538486e-11,2.0677792811341078e-11
19,8.0,lost,right,8,40,40,40,0,0.0,0.9937358015360765,0.0,1.338407162876365e-11
19,8.0,trapped,left,1,80,1,1,0,0.0,0.7173894524514144,0.0,0.0
19,8.0,trapped,left,2,80,80,80,0,0.0,0.8510189772017109,0.0,0.0
19,8.0,trapped,left,3,80,80,80,0,0.0,0.9090379011260417,2.842170943040401e-14,5.551115123125783e-16
19,8.0,trapped,left,4,80,80,80,0,0.0,0.9418861642214471,0.0,3.956834859764058e-13
19,8.0,trapped,left,5,80,80,80,0,0.0,0.958338712406896,1.260913595757529e-11,0.0
19,8.0,trapped,left,6,80,80,80,0,0.0,0.9626954084781185,0.0,2.5757840305118407e-11
19,8.0,trapped,left,7,80,80,80,0,0.0,0.9662780886367105,0.0,0.0
19,8.0,trapped,left,8,80,80,80,0,0.0,0.9687505150065762,0.0,2.4794330610866666e-07
19,8.0,trapped,left,9,80,80,80,0,0.0,0.9700137222407019,0.0002464458700630612,0.0002464458700630612
19,8.0,trapped,right,1,40,1,1,0,0.0,0.802732832574497,0.0,0.0
19,8.0,trapped,right,2,40,40,40,0,0.0,0.944403321286599,0.0,6.012479403239013e-11
19,8.0,trapped,right,3,40,40,40,0,0.0,0.9667088702392634,0.0,5.59273738431898e-11
19,8.0,trapped,right,4,40,40,40,0,0.0,0.9741125544943211,1.6143753001074401e-12,0.0
19,8.0,trapped,right,5,40,40,40,0,0.0,0.9756488181724303,0.0,3.55484208736101e-09
